sentence	level
用五个苹果换五个鸡蛋公平吗?	3
风笛是一种听起来很悦耳的乐器。	7
向顶峰攀登时身上都热起来了。	7
我倒喜爱她那古怪的举止.	3
你有进入加拿大必备的签证吗?	5
杰出的在同类中显著的；杰出的	6
尖的，尖锐的有尖点或尖端的	7
院子里已经是一团糟，更不用说房子了	5
他的左胳膊在一次事故中受伤了。	7
注意你的举止, 别闹出笑话来。	4
士兵们以行军的步伐走了过去。	7
我嗓子发痒--大概是感冒了.	7
我伸手到桌子那端去拿果酱.	6
公园对大城市的居民是大有裨益的设施。	4
幕后的，秘密的隐瞒公众的；私下的	7
在他到达车间之前，机器已经开动了。	4
他的悲观情绪感染得大家情绪低落.	6
坚定的毫不犹豫的或毫不迟疑的；坚决的	5
我一转身, 忽然看见了汤姆。	7
家庭小商业遭到大公司的吞并.	6
我们跟服务员争执那顿饭的价钱.	5
她在报告中探讨了帝国主义的本性。	6
我设法自立而不求助于我的父母。	3
那块石头击中他头部的侧面.	6
我不赞成损害与生俱来的愚昧的任何事物。	7
长在植物上面的花就是它们的生殖器官，那岂不是妙得很吗？	7
这罐头起子号称是一项非常好的发明，但实际上它很不好用。	7
有人送你到边境, 然後你就得自己走了.	3
他一连4顿没有吃上饭。	3
是她最先使用的这种药品。	3
别在光线不好的地方看书。	3
好像她已出去好几天了。	2
我步行一个来回用一小时。	3
船搁浅了--这河口的水比我们想像的要浅.	7
一点点对你不会有什么坏处。	2
这本参考书对我有用处吗？	2
我的袖子破了一大块.	6
你能听到晨钟响吗?	2
我要吃面条而不要吃馒头。	6
你要把蔬菜煮熟还是生吃？	6
他那难得一见的微笑在他死板的脸上平添一些生气.	6
这种错误会有损你的事业。	5
骄傲自大是他的一个缺点.	6
那艘船是被潜水艇毁坏的。	7
我心中充满了回家的渴望。	3
他只能靠微薄的收入来养家。	4
他把裤带扣得紧紧的。	6
他向老板提交了一份报告。	2
你本来不该笨得单独去爬山。	4
她在针织品部买了很多袜子。	5
我在一友人处寄膳宿。	7
他想一切办法来验证这个理论。	3
我吃了两片烤面包当早餐。	5
尽管早上起来头疼，我还是照常上班。	3
有人通知他到司令部去报到。	5
硬币滚到钢琴的下面了。	5
无论如何我也不同他调换地方。	4
那土地的所有权有争议.	4
一部好的百科全书是知识宝库。	5
不及物的既不主动也不被动的；不及物的。用于指动词	4
这所中学大约有300个学生。	3
他召集了所有的部队.	4
小洞穴是唯一的避寒处。	7
他们的案件现在正在讨论中。	4
学生们很快就动员起来了。	3
大学的任务是教学和科研。	4
我的私生活与你毫不相干.	5
他沉浸在巨大的欢乐之中。	7
他无礼至极，竟然叫我傻瓜。	5
日光的照射使颜色变淡了。	5
他以晓之以礼的态度劝说她。	6
秋天比任何季节都适合读书。	4
在悬而未决的状态之下过日子是凄惨的，是蜘蛛的生活嘛。	7
达成和平协定的概率是零。	5
别客气啦尽情地吃吧！	6
她喜欢议论邻居们的是非长短。	5
那只船正与风浪搏斗。	7
他在战争中的英勇人所共见。	4
我在攻读民用建筑专业的硕士学位。	6
市长的权杖是权威的象征。	7
他大学时的专业是国际贸易。	5
你认为砂糖可以替代蜂蜜吗？	7
你时时拜望亲戚很周到啊。	7
萨姆听了这消息后紧皱眉头。	7
你的理论纯粹是主观臆测.	7
向公司索取退款手续很复杂。	5
他没有足够的肉体来大大方方地遮掩其精神；他的才智突出得不像样子。	7
银行经理说，为了使我从幻想中清醒过来并控制我的开支，将不给我有透支的便利，并还将收回我的支票卡。	6
别拿她的话当真--她不过是逗弄人.	7
从我搬进城里以后，我有好几年没见过蚂蚱了。	3
如果你在一个月以内偿还的话，我乐意借给你钱。	5
她在乡村图书展销会上买到一本珍贵的首版书。	5
在这个贫穷的地区，他的贵族气派显得很可笑。	6
我正在做吃的, 没太留心听收音机.	2
你要想看那场时装表演的话，就得早点儿定座位。	3
这把尺上有厘米的刻度和英寸的刻度.	4
一篮子一篮子摘下来的棉花；退了毛的火鸡	6
有线圈的设备这样的螺旋线圈是主要部件的	7
从前的人把监犯的头钉在尖桩上.	7
在他们讨论我的前途时，我恨不得能偷偷旁观。	5
他到十一点才回家。	2
这实在不是有意的。	2
这可不是开玩笑的事。	2
这种新邮票是我在发行当天买到的。	3
我正巧路过，所以我想不妨进来坐几分钟。	7
猫捉老鼠是本能。	6
这匹马的后腿断了。	5
我跑过的最长的距离是十英里.	4
迟到总比不到好。	4
她站得不太稳.	4
他有一种迷信的想法认为黑猫不吉祥。	6
你这个幸运的家伙！	4
他写下演讲的提纲。	5
我的工资多达一万元。	3
邮包一定投递错了，因为她一直没有收到。	4
我丢了一块带蓝色花边的白手绢。	5
这不是很合理嘛！	6
那个口琴质量很好。	5
日本在亚洲的东部。	7
他会没事儿的，他有成功的条件。""	3
他的答案不能令人满意。	5
他故意不到会.	2
有个年幼的学生在炎炎烈日下晕倒了。	6
他们讥笑发言的人。	7
我母亲是一位教师。	3
她用一些尖锐的问题反驳讲话人.	7
我们每人凑2英镑, 让约翰去给大家买吃的.	7
在米饭上撒点盐.	7
学习外语离不开好的词典。	2
我们要想一想买新房子的事了，时机即将来临。	4
不，他们车间的机床没有我们车间的多。	1
现代的人想法不同。	3
她的祖国位于热带地区。	6
谁在敲鼓?	5
你的文章只粗略地涉及到这个问题.	6
他看来是贿赂了守卫而逃跑的.	7
这两个国家已经断绝关系。	3
他的儿子已长那麽高了, 他不禁惊叫起来.	4
我今天在磅秤上称的体重为100磅。	7
那位技师技术很好。	3
她的两只胳膊麻痹。	7
他的智力相当有限。	4
我订阅了几份杂志。	4
他后来改信了伊斯兰教。	7
他靠写小说维生。	4
银行对这样的大笔贷款一定要有抵押物。	6
皮特好像设了狡猾的圈套要陷害你。	7
吴先生正在对他的汇报作最后的润色。	7
她露出贪婪的表情。	7
今年的农产品很丰富。	3
她化妆太浓.	7
大家的反应如何难以估计。	5
命运有时是残酷的。	6
外科医生们正在日夜工作以抢救他的生命。	5
他想方设法安慰她.	5
要正式提出投诉是有固定程序的.	4
不论何时我到台北，我一定去参观故宫博物院。	6
我不明白电脑游戏是怎麽设计的.	3
这孩子身上发烧.	4
我在斯德哥尔摩大学攻读艺术。	7
实际劳动力有20820人。	5
显然他在撒谎.	7
我们既不将打篮球也不将打排球。	4
她把头发编成辫子。	7
全村强烈反对在附近修建机场的计划.	4
在干旱时期定量供应水	7
空气是气体的混合物。	6
我们应该更注重心理健康。	3
亿万人的收入增加了，这是他们自己做梦也想不到的。	4
她驾车小心地从这条很多石头的小路上驶过去。	5
从她的回答来看, 她并不十分热心.	3
我会让你分享我所搜集的仅有的一些资料。	5
她在一阵悔恨之中把情人的信都烧了.	5
她好像够亲切的, 可是我不应该信以为真.	3
我们得跑著去, 要不就太晚了.	4
他本来答应跟我们同往，但后来一直借故推辞了。	5
法律禁止向18岁以下的人出售含有酒精的饮料。	5
我一刻也不能再呆下去了。	5
她在大街开了一家书店.	2
有人把我的手套拿走了.	3
有的人一面读书一面做注解。	3
她住院住了整整一年了.	3
这不过是许多例子中的一个。	2
这家商店里的人们大都是游客。	2
他的言行就好像没有常识似的。	3
我与其嫁给他，倒不如去死算了。	7
本事不是天生的，是锻炼出来的。	4
这本书破旧了，封面上有墨渍。	6
这些年他的性格已大大成熟。	3
她最近出版的书论述14行诗。	5
别那样对我大声嚷嚷，我能听清楚。	7
每个人都有苦难需要承受.	4
我上衣袖子上有个破口.	6
他切菜时不小心割破了手指。	7
他的名字在名单上排第十六名。	2
渡船上有个挺不错的免税商店.	6
一接到敌人要来的消息，我们便纷纷将各自家里的东西打成包裹，连忙撤到附近的山里去了。	6
小男孩的手指让墨水给染脏了。	6
我们迫不得已去看了那场歌剧.	4
想去毛毛雨里散会儿步吗？	3
我的双腿完全失去了知觉.	3
你那个废物儿子在哪儿呢?	6
继续这种无聊的争辩是无用的。	4
她那滑稽的服装引得客人哄堂大笑。	7
在这些孩子的眼里, 父亲的书房是最神圣的地方.	6
我们昨天碰到的那个老工人是李师傅。	5
我至今尚未收到他的信.	4
他们有些人养成了严重的自卑感。	7
这件事情在他的管辖权限之内。	7
他的声音中带有权威的口气。	6
议程表上的下一项是什么?	4
他被那可怕的景象吓呆了.	5
钮扣有时是用骨头做的.	6
她转移目光不看那可怕的情景。	4
我认为首相可能控制不住局面了。	5
这些事实否定了你的理论.	3
从投资的角度来考虑那件事.	4
他的偏袒态度招致了不少批评。	6
她写信来咨询玫瑰花的栽培方法。	7
这些终端设备都和我们的计算机主机相连。	6
鞍马是很难掌握的器械.	6
纪念碑的正面是石料做的.	7
我的工作虽苦，但也有所补偿。	5
小牛摸索着妈妈的乳房找奶吃。	6
我们难以招募到素质好的职员。	7
决定大选的日期是首相的特权。	4
我的名字叫亚历山大，简称“亚尔”。	5
孩子们彼此的年龄很接近.	5
他驾驶考试合格使大家很惊奇.	5
沿海鱼的数量已减少了.	6
他在恳求拨款修建一所新学校。	7
领袖的逝世对党是巨大的损失。	7
我喜欢吃水果，比如苹果、梨子、香蕉等等。	5
盆子和锅在厨房里碰击作响。	5
早餐的食谱上有燕麦粥吗?	7
急躁的仓促而不加思索的；冲动的	7
我们通过无线电同那只船保持联系。	4
这药物引起了剧烈的反应.	4
这演出纯粹是拙劣的模仿.	7
选民的态度有改变的趋向.	4
报馆老板没能挽救该报的失败。	7
从军舰上向飞机发射导弹.	6
在短暂的休息之后他们继续锻炼。	5
真奇怪，她竟然会如此粗暴无礼。	6
船颠簸加剧，他知道海浪猛烈起来了。	7
在这张粉红色纸条上写下你的姓名和地址。	6
如果太阳光不照射到月球上，那就没有月光了。	5
他的崇高行动使他得到极大的荣誉和光荣。	6
这些蔬菜煮的时间太长了，都煮成糊了。	6
警察在小偷的家里发现了一些被盗的财物。	6
巨大的，庞大的规模巨大或大得出奇的；巨大的	7
这人这么和蔼, 我立刻为他着迷。	7
我们从悬崖顶上的高处能看到城市的全景。	7
她踩到一块松动的石头上，扭伤了脚踝。	6
这位科学家在许多知识领域中都是杰出的。	6
这件事完全超出了他的生活范围了.	3
假使剥去了人们的衣服的话，到底彼此的阶级能够维持到什么程度，倒是一则有趣的问题。	7
我们可以在话剧开演前一小时去取票.	3
你认为她的小说属于文学类，还是其它类?	3
他每次买汽油都记在报销帐目上.	7
彗星和其他的行星同样是太阳家族的成员。	3
我修改一下计划以便和你的计划相适应.	3
他对事业的热情激励著他的追随者.	5
我认为在这些本来是无关紧要的评论中含有一定的真实性。	4
教堂里太挤了，所以只好用电器设备向人转播礼拜仪式。	6
修建校舍的计画是在增加教育经费的前提下拟定的.	7
这是个描写间谍的故事。故事中的几个间谍试图窃取原子弹的秘密。	7
他在那高低不平的地面上才走了几步，就被绊了一下，直挺挺地跌趴在地上。	7
柴油潜艇在水下只能航行非常短的时间，而核潜艇在水下航行的时间要长得多。	7
她从热水瓶倒出热水。	2
他统治了这个国家四十年。	4
她对别人对她行为的多方谴责一点也不在乎。	7
次要的第二位的事；较次要的问题	3
那辆车跟新的差不多.	2
这个盆子是铁做的。	5
我认为这两个选手不相上下。	2
请把那条毛巾给我扔过来.	5
这部新的电影下个月发行。	2
我要是不戴眼镜十分近视。	4
人们认为它是最珍贵的药材之一。	5
这本小册子做得很精致。	5
它是一种有菊花味的特别茶叶。	7
多好的主意！	2
我留下了张条子以便与她取得联系。	4
他向基金会捐了一大笔钱，为基金会带来新的生机。	6
她面颊上有一颗小痣。	7
请别打扰我。	5
这本书包含你所需的一切资料。	4
他最后总算把那几个特务甩掉了。	7
请把窗子弄干净，我几乎看不到外面。	4
天黑了，我把窗帘拉上。	5
人家让我挪动了车子。	7
我身上没带现钱，明天付你行吗？	3
在黑暗中他撞上了一根电线杆。	6
人生，再好也不过是汪洋苦海罢了。	7
他自从参加了会话班，法语取得了很大进步。	3
当他在国外安定下来时，他开始想念祖国了。	6
我在银行拿十块钱的纸币兑换了零钱，因为我需要一些硬币投入自动售票机。	7
这个箱子是胡桃木做的。	5
不用麻烦了。	3
她假装沉着。	4
这条新的公路一直延伸到我们村庄。	6
我为此实在感到很抱歉。	6
这个架子是合成树脂做的。	7
设想有一所带大花园的房子.	3
他同攻击他的人进行搏斗，最后把他们赶走了。	7
要满足每一个人绝非易事。	3
一支孤烛使黑暗的房间亮了起来。	7
他指出地球是围绕太阳转的.	5
她一斧子就把树苗砍倒了.	7
桌子上有一层薄薄的尘土。	7
他大清早总是不痛快.	3
她露出天真愉快的神态。	6
极度的痛苦使他发狂。	5
无所事事的享乐很快就使人厌烦了。	5
他伸手去拿枪.	5
我总是由他联想到高速汽车.	3
他从桥上跳入水中去抢救那溺水儿童.	5
茶馆里有个人在非常自负地侃政治。	7
大雨耽搁了我们的行程。	7
她的建议一再遭到拒绝。	6
轻快的心情	2
他们彼此极不和.	5
上流社会的上流社会的或适合于上流社会的，尤其是在语言用法上	5
这题目使我很感兴趣.	4
先前的时间上先发生的；较早的	3
滚筒是洗衣机必不可少的部分。	7
在桌子上铺上台布.	6
以丧失独立来换取和平是极高的代价.	6
他们俩在公园的长凳上拥抱亲吻。	7
祝福夫君生日快乐，你给流逝的岁月增添了醉人的情意，你让平凡的事情发出耀眼的光芒，感谢你已成为我生命中特别重要的一部分。	7
这狮子吼叫。	7
我们尚未收到他的辞呈。	7
小心得肺炎。	6
沟槽里都是泥.	7
在旧社会工人农民是被剥削的阶级。	7
那个足球队是我们的同盟者。	6
他们的主要出口货物是纺织品，特别是丝绸和棉布。	7
他的死标志著一个时代的结束.	4
体贴的体谅他人感情的	6
因发烧而发热的孩子	4
他用绳子把包裹扎紧。	7
焦炭的主要成分是碳。	7
他们也许妒嫉他的成功。	7
在加利福尼亚居住的好处就在於气候宜人。	7
她在比赛的第一轮比赛中遭淘汰.	7
那事已提前安排好了。	2
我们喜欢的饭馆已客满, 所以我们只得到别处去.	2
我们的命令是攻击他们的左翼.	7
如果幸运的话，她将得到那份工作。	3
现行的教育制度和现实并不一致。	4
她是位眼光敏锐的艺术评论家.	7
那项发现在科学界引起极大的震动。	5
危险逼近他。	6
提案通过了。	4
恐怖主义是整个国家的祸根。	7
人体的组织是由细胞构成的.	6
奇迹是与大自然的力量相对的.	7
软骨性的有软骨组织结构的；坚固、坚韧而又有弹性的	7
图书馆的书是按照[根据]科目分类的.	3
典礼进行得很顺利.	2
她拒绝遵从正常的社会习俗。	5
中国着手进行大规模的改革。	5
他的经济政策为工业的扩展铺平了道路.	6
学校就位于镇子的外面。	6
我讨厌西餐。	5
他伪造父亲的签字.	7
他性格放纵。	6
有了她当主管, 公司开始兴旺起来.	6
她已明确阐述了自己的观点.	7
这意外的失败犹如晴天霹雳。	5
她在大学学习统计学.	4
鸟停在电视天线上.	3
与其说他聪明倒不如说他勤奋。	5
法官否决了以前的判决。	4
飞机在跑道上滑行.	5
她眼睛里闪烁著调皮的光辉.	7
它已经超出法院的权限。	4
玛丽胜任教师的工作吗？	3
治疗抑制了病情的发展。	7
总经理扼要介绍了公司明年的销售计划。	4
经济正在停滞。	7
今后请准时。	1
他珍视生命。	5
我操作机器。	4
她恳求原谅。	7
化石的记录	3
飞机到巴黎开始降落.	7
感谢你们使我的访问如此有价值。我将珍惜我们之间的友谊及你们给予我的盛情款待。	6
我不相信他真会按他威胁的话去做, 他不过吓唬（我们）罢了.	7
当我们查明何时有货，价格多少时，将立即通知贵公司，以什么价格可以成交。	4
她对每一个建议都不接受，只是双肩一耸，眉毛一抬了事。	7
好多男人之（所以有）惊人的自制力，是由于他有老婆这一事实之故。	4
我认为咱们不在家时不能把孩子都硬塞给你父母看管。	6
那个贪吃的小男孩把宴会上所有的糖果都吃光了。	7
这个贫穷的小男孩在他十岁的时候就被雇为羊倌。	7
卓越的，杰出的以卓越或杰出为特点的；卓著的	7
我们在一个星期内已经见到两件合并的事了.	3
我们前面的那辆汽车突然转入左边的小路上去了.	3
如果可能的话，希望能在贵方的培训中心训练我方专业人员。	4
在樱花完全绽放的时候，经常容易遇到阴天或多风天。	7
自从工人要求增加工资后，工厂的生产一直就没增产。	3
据说如果你在看见流星时许个愿，愿望就会实现。	3
他的家乡只是地图上一个不起眼的小城。	3
太阳把这本书的书皮晒弯了.	4
在这张画像中画著他躺在沙发上。	4
我们不能不佩服他那了不起的划桨本领.	7
她极力主张拼写正确是十分重要的.	5
假如施予比接受更受到祝福的话，我们大多数都情愿让其他的人得到更大的祝福。	6
有些人一直密谋想让老板把秘书解雇。	7
老人给我们讲述了一个口头流传的故事。	4
我认为这些有趣的旧习俗应该保存下去。	4
通往这座城市的所有道路都被封锁了。	5
那个粗心的侍者把盘子摔到了地上。	7
我深信自满情绪是我们各种问题的根源.	6
冻结的雪在我们的脚下嘎吱作响.	5
罐子掉在地板上摔了个粉碎.	7
她先去请教顾问然後再来宣布决定.	3
他屡次失败使他的声誉受到很大损害。	7
政治和宗教是人们平常交谈的主要话题。	6
她以自己的名义支持这一崇高的事业。	6
他以自己的名义支持这一崇高的事业。	6
接替他担任主席的人将参加本次会议。	4
列车在约克又挂上了两节车厢.	7
我们已经收到了对该节目的一连串投诉。	6
产量的大小在於我们努力的程度.	3
一位绅士无论发生什么都不应对人家生气。	7
她已签字把房子转让给女儿了.	5
如果你们成天游手好闲，就永远也成不了好学生。	5
恣意挥霍的毫不在意地浪费的；极其奢侈的	7
他的话对社区所有成员是故意的侮辱。	7
大群的人迅速地在演说者周围聚集起来。	4
这座城市已经把旧的电车轨道拆除了。	6
【谚】今天能够做的事，切莫拖延到明天。	7
我们前进时受到了恶劣天气的阻碍.	7
他隐隐约约地觉得以前曾经见过她.	6
仔细检查了废墟後发现了新的证据.	7
形容词的作用是描述或增加名词的意思。	4
中国的投资政策为外国投资者提供了优惠待遇。	6
有许多来自那个国家的难民。	3
你能解答那个问题真是聪明。	5
狗舒展着四肢躺在树下。	7
我帮助那个盲人过去了.	6
她来串门只是为了打发时间。	6
你需要几个小时的睡眠?	5
他企图收买警察放他一马。	4
我想一家有六个孩子对他们的父母就意味着许多操劳。	5
她对国家的贡献极大.	6
草地上到处都是蘑菇.	7
让你的肌肉慢慢放松.	5
他在为一笔货款进行交涉。	6
一个学生犯了错误不要光去责备他，我们最好帮助他改正错误。	6
这条狗始终忠于它的主人。	6
获得冠军的那个弓箭手很年轻。	7
请让我趁此机会讲几句话.	7
我的心情慢慢轻松起来.	4
她的新小说何时问世?	3
在我们办公室里可以看到有某种（令人不寒而栗的）不安迹象.	7
马厩里到处都是苍蝇.	7
参加聚会的男子大都非常年轻。	4
当地所有的牧师出席了仪式。	7
他一转旋钮，声音就变小了。	6
挪威人生活在比较寒冷的地区。	7
她具备做一个优秀教师的素质	6
黑暗会使他更加珍惜视力。	5
这盘欧防风做的菜味道很怪。	7
所有的条约都由参议院批准。	3
覆盖着冰的道路很危险。	7
照顾一个重病号的谨慎的护士	7
在切斯特的主教主持下举行了新教堂的奉献礼.	7
耐力忍受困难和痛苦的能力	5
我们的老师对标点符号非常重视.	4
他的态度既冷淡又无动于衷。	7
暴风雨时，我正在树下躲避。	6
新闻界是捍卫我们自由的卫兵。	7
据报道，就宾客的舒适程度来说，这家宾馆管理得很好。	5
不缴纳税款就可能被起诉。	7
我们在沼泽地受到蚊子的围攻。	7
政府的政策开始发挥作用了.	6
想要懂得今天，就必须研究昨天。	4
他对自己目前的境遇颇为得意。	7
她的教学工作受到高度赞扬.	4
他绝望地放弃了斗争.	5
自治的与其他国家或政府的法律相独立的；自我管理的	4
政府已经对进口加以了限制。	4
森林火灾造成了巨大的损失。	5
美丽的美丽的，尤指对视觉	5
小羊羔在田野里跳跃嬉戏。	7
我对耽搁时间很反感.	7
她认定自己受到了迫害.	4
他由于烧伤，被送入医院治疗。	4
修道院院长告诉他要遵守规定。	5
船经受住了暴风雨，安全抵达。	6
分散兵力是导致失败的原因。	4
不一会儿，她把话题岔开了，不过全凭她施展出深通人情世故的女人的全部本事。	7
千瓦－小时电功率的单位，等于在一千瓦功率下一小时内消耗的功	7
不到两天，我就收到了经理写来的录取信。	3
不符合这些要求的考生不能上这所大学。	4
上诉人要求对她生活费的命令的条件进行变更。	5
只要红灯一亮，就表示有危及职工的险情。	3
您可以将您的贵重物品放在旅馆的保险柜里。	5
他提高了售价以补偿材料成本的增加.	5
这套程序是经理人员制订计划的可贵的工具。	4
在当前评论风气影响下，她的作品不怎么受欢迎。	3
成功的唯一途径是勤奋及过健康的生活.	6
无限度的武器竞赛当然会增加战争的危险性。	5
我们应该努力消除目前的这股反政府情绪.	6
比尔不肯参加球赛，因为他知道他的球艺不好，而他又爱面子。	5
我妻子想起居室里换块新地毯，不过我们再过6个月就要搬走，那只是白白浪费钱财。	7
前年夏天它就坏了。虽然我早就许诺过我自己修，但是我从未腾出空来。	7
贞节对一个女人来说是重要的。	7
她似乎是有意地做这些事。	4
她把两手插在上衣口袋里。	5
这份调查是真正内行人做的.	3
我们就下次的选举打个赌吧。	6
这工作一年之内不见得能完成.	4
这根本没什么关系。	3
有关环境的会议将在下周一举行。	3
我们得设计出三年级的新课程.	3
他们有些人在进行高级研究工作。	4
唯有在南台湾我才见过像这样的风景。	6
回想一下工人阶级生活的一些惯例：就拿衣服来说，坚持穿最好的衣服。	4
实际成本比我们预料的高得多.	4
她被指定为本年度的体坛明星。	7
许多人都相信监禁解决不了犯罪问题。	6
他被选为会议主席。	4
交通拥挤是许多旧城镇的难题。	6
法律面前人人平等是被认为理所当然的。	4
在空无一人的办公室里电话铃突然地发出刺耳的尖叫声。	6
当官的无疑将决定我们的未来。	4
他被提名为行政总裁的事被董事会批准了。	7
我通过职业介绍所找到了这份工作。	3
房子前面有一棵树。	4
它组织了一个反对侵略者的起义。	6
太阳驱散了雾。	7
他为他出身于名门望族而骄傲。	6
这种新飞机正在接受安全性能检验。	3
公共汽车开过时溅了我一身泥。	7
过敏是身体对某些物质的不良反应。	5
他料到自己的作品总归要受到批判，所以总是以攻为守。	6
人们认为海洋曾经是生命的发源地。	6
公共汽车向路边靠，让小轿车超过去。	7
她一辈子搞戏剧。	5
他正沉溺于爱情。	4
他因粗心大意而丢了工作.	5
我们听他们讲述撒哈拉沙漠的生活经历。	7
加利福尼亚有许多来自其他州的移民。	7
他无休止地争论。	4
正做出努力来宣扬总统在解决危机中的作用。	4
她的新剧作获得广泛宣传.	5
对如此大数量的订购，本公司希望以比价目表内所订价格为低的批发折扣来采购。	6
那孩子让狂风暴雨吓得要命.	6
女王英明地统治着她的王国。	4
管理部门采取了一切合理的安全措施。	4
根据社会工作者的建议把那孩子与其父母隔离了.	4
他们衷心欢迎他。	7
我们喜欢观赏初升太阳的灿烂光辉。	7
法官命令把他拘留两星期.	7
亲密的以密切的相识、联系或熟悉为标志的	5
官方的认可；同意	4
他婚后过着合乎道德规范的生活。	5
他们决定明天去田野里打野兔。	6
通风设备出故障了。	6
我正采集消息。	3
控制工资是政府政策的关键.	6
我们应该对罪犯施加严厉的惩罚。	7
公共汽车频繁地从城市驶往机场.	5
他振作精神准备全力以赴。	7
优秀的学者“主动留心于”新信息，他们对读到的东西进行思索，以挑战的精神对待它，融会贯通，使之成为自己的东西。	6
新的一学年正飞快来到，我急切地盼望得到您对此事的回答。	6
按一般人在这些问题上的看法，选民常常着眼于国内问题来选择候选人。	4
她戴了那么多首饰，看上去象是包在金子里似的。	5
极度的狂怒使妻子不但在家里，而且还在外头破口大骂。	6
如果你们能多给我们一些佣金，就可以便于我方推销。	7
新抹的泥灰在几个小时内能干	7
这个小男孩因为结巴不敢回答老师的问题。	4
我极力控制住自己没对他喊叫起来。	5
他被从监狱释放使我们困惑不已。	7
让我们举杯向新娘和新郎祝贺!	5
他对我们提出的反对意见一概置之不理。	4
我们只经营硬件而不经营软件.	5
他为了自己的革命原则而蒙受苦难。	6
把多余的杯子都重新装入箱中.	4
许多危害健康的情况都与吸烟有关。	4
他被邀请担任本地摄影俱乐部的主席。	5
影响发展的主要障碍是缺乏资本.	6
他提高售价以补偿材料增加的成本。	5
也许太空的智慧生物已经访问过地球。	6
政府在制定新的法案以控制赌博。	6
中世纪时期的宗教文化；音乐文化；口头文化	6
我希望我能穿一件深色的衣服把这个正式场合应付过去。	3
他狂热地爱好书籍。	5
这幅画上的女人脸上露出忧郁的微笑。	7
这一运动的领导层对这个问题的看法一致。	4
不要把馒头放在桌子上，它会干硬的。	6
花园的宽度为六米。	4
更新（旧信息）的信息	3
他勇敢地面对困难。	4
绝大部分的家长关心孩子。	3
所有经理的地位同等。	2
他显示出领导才能。	3
我出去疯狂地购物。	5
我们必须为穷苦人提供适当的住房.	4
我们将对他带来的矿石做实验鉴定。	6
同年，他们又把工作扩大到另一领域。	5
过了几天，洪水才退，生活恢复了正常。	6
小羊在田野里跳跃。	6
风景被发电厂破坏了。	3
她工作起来干劲十足.	4
因为污染严重，许多美丽的鱼类正在面临绝种。	5
我们的部队仅受到表面上的抵抗.	6
我受过些烹饪训练。	7
大部分工作已经完成.	2
新鲜空气和运动有益于健康。	4
我们应该发扬革命传统。	5
事态事情的状况；情形	3
驾驶员使飞机安全降落。	5
往往日本人以自创的方法改良我们的机器。就像所有其他半导体公司一样，我们也陷于困境。	6
先让我烤烤火暖和一下，然后我们开始谈话。	5
我们必须坚持人人都应该被平等对待这一原则。	4
让我们永远怀念为世界和平献身的勇士们。	5
正是在一定温度下塑料所具有的塑性使它比其他许多材料更优越。	4
我们不妨买一只新煎锅。	7
他用心解决这个困难问题。	3
这个星期我上夜班.	2
有些印第安人对我们很友好。	2
我们很难观察月亮的另一边。	3
我们可以相信他会准时到来。	2
我儿子上小学三年级.	2
一大群人耐心地静候着。	5
命运把我们连在一起了.	3
整个问题都需要澄清.	7
我们是朝正北方向航行。	4
为翻越山脉的不断努力	7
他剪下一串葡萄招待我们。	6
新法规下月实施.	4
你对现代艺术有何看法？	3
我代表总统前来迎接您。	4
我们在海滩上野餐，趣味无穷。	7
这个玻璃盘子很容易碎。	5
为了存活植物必须有氧气	6
我们赞赏着壮丽的山景。	6
微笑常常表示高兴和友善。	4
警方开始调查事故的原因。	3
他根据情况，变换治疗方法。	4
她仍然坚持要求赔偿.	5
她参加初级饭店经理课程。	3
水在阳光下不久就蒸发了。	7
我们四个人挤在座位上.	5
不要把烟灰掉在地毯上。	7
只有人类才具有说话的能力。	3
当我不得不离开时，这个孩子情绪异常激动，忍不住哭了起来。	6
打开窗户，让新鲜的空气进来。	4
他们正争论神学上的问题。	3
在毕业典礼上，学位被正式颁发。	7
及时付款正是我们所盼望的。	6
我们必须先测量电线的直径。	6
明年做小生意将比去年更加困难，我们得更加努力工作，以便度过难关。	3
那条消息使工人获得新的活力。	4
她把杯子小心地放在架子边。	3
我们根据有效法律保护投资者的利益。	4
我们本星期宴请大使.	6
对不起；请原谅。	6
我们只好放弃汽车。	5
我们斜渡过河。	6
女人力量不及男人。	3
让我们免除礼节。	4
开始供不应求。	4
我们反对采取行动。	3
我们忠于祖国。	6
我们提供免费服务。	4
政府准备提高利率。	4
我们必须为子孙后代保护森林资源。	4
装备有雷达的飞机，在夜间飞行时飞行员能够在雷达屏幕上看见远处的建筑物、或许还能看见前面几英里远的险峻山峰。	7
这个理论清楚地阐述了一种新的、影响深远的有关空间、时间、运动、质量、能量的特性及控制这些的关系的结论。	7
你当然认识他喽？""""不大认识。他毕竟不属于我们这儿的老派正统的小圈子。""	4
｀你把剪刀放在哪儿了?＇｀我把它放（回）到抽屉里了.＇	7
大型电子工业公司研制出了电视，但这有赖於贝尔德的实验为此指出了方向。	6
那个新来的学生粗鲁地跟老师顶嘴, 一开始就把关系搞僵了.	7
｀你认为他的沉默是什麽意思?＇｀我认为意思是拒绝.＇	5
不要因为我说你的头发是姜黄色就大发雷霆－你也知道事实就是这样。	7
律师的论点所依据的前提是，人们在没有被证明有罪之前都是无罪的。	6
